"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ZNF384",0.00965463315966458,-0.419423804620618,0.054,0.084,1
"ATP10D",0.00966239288152809,-0.0975779351099371,0.359,0.419,1
"RLF",0.00967207187582876,0.373341019428333,0.567,0.554,1
"AZIN1",0.00968370032876729,0.435752133361996,0.235,0.192,1
"GJC2",0.00969534090823285,-0.168471154244223,0.043,0.071,1
"BDNF-AS",0.00970368283483109,-0.209736048899813,0.064,0.097,1
"AL353147.1",0.00970414105946709,1.26697743064292,0.025,0.01,1
"TXNL1",0.0097058656986295,-0.194659474972336,0.147,0.193,1
"TNNI3K",0.00970771017434457,-0.547724724706042,0.071,0.106,1
"HCN2",0.00971025450162414,-0.98804567334803,0.025,0.047,1
"FPGS",0.0097343846172704,-0.426756646578685,0.083,0.118,1
"LINC02352",0.00974252381617209,-1.50176336011247,0.01,0.025,1
"AIMP2",0.00975424501054834,-1.63805726560187,0.023,0.044,1
"EHD4",0.00975991241412536,-0.254155100651053,0.173,0.223,1
"AC009318.1",0.00978949210285691,-0.363822378657416,0.03,0.054,1
"NFS1",0.00980172897822579,-0.824211850692502,0.031,0.055,1
"AC147067.1",0.00980191800543087,-1.204913152917,0.01,0.025,1
"TBRG1",0.00980222478373381,-0.234385168060538,0.216,0.269,1
"AIFM1",0.00980410622457967,-0.601522463023414,0.049,0.078,1
"LRRC4B",0.00982081426100955,-0.623761551442233,0.051,0.08,1
"TMED2",0.00982143794719599,-0.305071734650056,0.077,0.111,1
"ZRSR2",0.00984062662133256,0.544931139348407,0.237,0.191,1
"ARHGEF18",0.00984387627587185,-0.326509363049574,0.121,0.162,1
"AL117335.1",0.00985575373316415,-0.816290544745444,0.039,0.065,1
"SNRPD3",0.00985710069952516,-1.07827013514782,0.032,0.056,1
"HM13",0.00986400461132938,-0.180523521604551,0.267,0.326,1
"GK",0.0098707684967766,-0.249100412835486,0.279,0.335,1
"MAP11",0.00988161211309465,-1.10739085034681,0.01,0.025,1
"ATG10",0.00988372485797455,-0.144317960234572,0.341,0.408,1
"YWHAE",0.00989093843342436,-0.224006573516003,0.378,0.436,1
"INF2",0.00990258456185198,-0.533197446266661,0.183,0.227,1
"MFF",0.00992400707697244,-0.212271909719505,0.211,0.261,1
"LINC01141",0.0099276564850301,-0.0676004485190327,0.348,0.419,1
"WIZ",0.00992839160505078,-0.12615904383818,0.026,0.048,1
"LGALS3BP",0.00993765559849125,-0.370482822061592,0.075,0.109,1
"CHD3",0.00994140111251272,0.464362472208157,0.139,0.101,1
"PITPNM2",0.00994967445813449,-0.386692258528671,0.064,0.096,1
"EAF1",0.00995001676977852,-1.14613856735418,0.025,0.047,1
"KIAA0100",0.0100098457642796,-0.220491079215024,0.171,0.217,1
"RNF145",0.0100134689440975,-0.103885552500341,0.492,0.567,1
"AC002451.1",0.0100251398308366,-0.760722666767624,0.029,0.052,1
"ZNF213",0.0100377588392783,-1.26067576382321,0.013,0.03,1
"COPS8",0.0100424816417858,-0.455838868259387,0.028,0.051,1
"CNTNAP4",0.0100687733623512,-0.261909949063653,0.209,0.261,1
"DOK5",0.0100710992765124,1.81959230230758,0.018,0.006,1
"STT3A",0.0100741024301188,-0.378158256187389,0.09,0.127,1
"THBS4",0.010080649959122,-0.748535005937497,0.016,0.035,1
"EXT1",0.0100817142100499,-0.262529221563782,0.244,0.3,1
"GSTA4",0.0101008578555224,-0.60455399572396,0.031,0.055,1
"ZFAS1",0.0101095226782752,-0.24488381964908,0.181,0.229,1
"LINC00342",0.0101116402904245,-0.117012797901077,0.249,0.306,1
"CDH10",0.0101212296333744,1.3424363348884,0.018,0.006,1
"AC012150.2",0.0101224216102367,-0.936667238138134,0.025,0.047,1
"BPGM",0.0101297884776384,-1.4579978056278,0.013,0.03,1
"MOSPD2",0.0101378986847416,-0.184461629216363,0.144,0.19,1
"SHARPIN",0.0101419388047289,-0.567234444816316,0.06,0.09,1
"MKRN2",0.0101434710058674,-0.778675872321907,0.039,0.065,1
"SCN8A",0.0101652273498093,1.26643899664432,0.054,0.031,1
"EID1",0.0101962389641121,-0.0314511613574113,0.158,0.205,1
"GOLM1",0.0102010231212711,1.00288594295711,0.053,0.03,1
"LGALSL-DT",0.0102164861810982,-1.40124857792147,0.01,0.025,1
"AL354696.2",0.0102243740281001,-0.728638263916978,0.037,0.062,1
"FBXL14",0.0102423846850519,-0.739302284480013,0.083,0.118,1
"EIF2B2",0.0102538562477798,-0.957362481896616,0.021,0.041,1
"ZNF101",0.0102636445304317,-1.55818490557085,0.015,0.033,1
"SORCS2",0.010295944672072,-0.4354369370896,0.128,0.17,1
"RAMP1",0.0102971127696804,1.03365088425565,0.089,0.059,1
"AAMDC",0.0103018547003667,-0.401666945508909,0.109,0.148,1
"CUL3",0.0103022629064544,-0.0596479207076964,0.46,0.529,1
"AGRN",0.0103067167938531,-1.34139306644257,0.013,0.03,1
"DPF2",0.0103161134622303,-0.501953923847716,0.09,0.126,1
"ARHGAP30",0.0103179676033283,-0.207120524357943,0.152,0.196,1
"AL078459.1",0.0103206734322783,-0.98255484610916,0.018,0.038,1
"SLC35B2",0.0103208382261528,-0.268938271800192,0.027,0.049,1
"WDR11-AS1",0.0103249427076437,-0.951211547382643,0.035,0.059,1
"GIMAP2",0.010344261924459,-0.576748316136879,0.067,0.099,1
"HSBP1",0.01036968710559,-0.319905806556827,0.113,0.152,1
"WDR11",0.0103718935924965,-0.174544366124456,0.305,0.367,1
"ZNF117",0.0103776949393205,-0.34426719125311,0.133,0.176,1
"IL10RA",0.0103847864654089,0.519646240171634,0.415,0.391,1
"PDIA6",0.0103936349611213,-0.425351151367199,0.143,0.186,1
"AL357079.1",0.0104009372899207,-0.929642188717545,0.013,0.03,1
"AC024060.2",0.0104009372899207,-0.899533913342601,0.013,0.03,1
"ZNF257",0.0104015039643615,0.99352138801065,0.035,0.016,1
"NAA20",0.010415937615124,-0.284435674888415,0.171,0.218,1
"ARV1",0.0104218946479161,-0.438071938568869,0.038,0.064,1
"SYAP1",0.0104246314826877,0.495198021985026,0.142,0.105,1
"AC116667.1",0.0104261027394314,-0.697549021544322,0.077,0.11,1
"RCN2",0.0104471550373144,-0.472686693757376,0.126,0.166,1
"MEF2D",0.0105397924443102,0.533252128002078,0.215,0.172,1
"C15orf40",0.010573141089246,-0.479338013542927,0.063,0.094,1
"ZNF768",0.0106094718606698,-0.756163716811117,0.027,0.049,1
"STX6",0.0106129776285966,0.51322624557314,0.418,0.383,1
"ZFP1",0.0106139262090186,-0.862598445563888,0.021,0.041,1
"IGF2R",0.0106164710190852,-0.0815854282200918,0.381,0.456,1
"TBL1X",0.0106304338536155,0.599858261189152,0.324,0.283,1
"ORMDL3",0.0106591719758475,-0.811419714015234,0.013,0.03,1
"Z83844.2",0.0106747344784962,-0.556140160967503,0.051,0.08,1
"TMEM209",0.0106952356501096,-0.530668934620318,0.077,0.111,1
"ATP13A1",0.0107224278994441,-0.540728848024069,0.063,0.094,1
"PWWP2B",0.0107299965336515,-0.0783723165277395,0.026,0.048,1
"PPOX",0.0107343000932563,-0.740915625680677,0.027,0.049,1
"DYRK1A",0.0107388225461785,0.212839864820259,0.707,0.709,1
"HIGD2A",0.0107444762756045,-0.428159667346234,0.031,0.055,1
"CCDC136",0.0107833050190673,-0.348372914925885,0.083,0.118,1
"ERMAP",0.0107938111737881,-0.235367376917322,0.121,0.164,1
"TTC12",0.0108064365708545,-0.519861470760488,0.034,0.058,1
"SELENOM",0.0108124103809655,-0.693758452209159,0.038,0.063,1
"STRN4",0.0108132859334695,-0.413206653447048,0.084,0.12,1
"NBN",0.0108153008085266,-0.194522879486461,0.124,0.169,1
"COX7A2",0.0108156054259632,-0.276752630690356,0.073,0.106,1
"AAR2",0.0108213074748067,-0.665909061788637,0.031,0.055,1
"PRKAR2B",0.0108216430246657,1.53447491442328,0.03,0.014,1
"DBF4B",0.0108300140828593,-0.53660879940077,0.044,0.072,1
"NRGN",0.0108374792764268,1.86128636614118,0.013,0.003,1
"VSTM2B",0.0108418615433227,-0.504953160309625,0.042,0.069,1
"EXT2",0.01085994235249,-0.150545101310324,0.201,0.254,1
"TIAL1",0.0108686439920756,-0.182834810485076,0.352,0.418,1
"ELF1",0.0108933885657401,0.265449445422729,0.693,0.698,1
"MTX3",0.0108981939573962,-0.756752801427585,0.042,0.069,1
"DMXL2",0.010903389084345,-0.191326211680414,0.366,0.432,1
"FIP1L1",0.0109117507136314,-0.229811000517695,0.299,0.358,1
"ADH5",0.0109155298652277,-0.522101221575978,0.052,0.081,1
"CTSV",0.0109225383651878,-3.82900135157075,0.001,0.01,1
"AL138995.1",0.0109225383651878,-3.87316809151974,0.001,0.01,1
"AC008056.1",0.0109225383651878,-3.12560440445337,0.001,0.01,1
"MADD",0.0109233767653716,-0.278154725267286,0.157,0.2,1
"GPR155",0.0109283975494606,0.463043173359836,0.368,0.324,1
"PHYHIP",0.0109368503180512,1.48136238123764,0.013,0.003,1
"LINC02207",0.0109504217181434,1.26583144128482,0.036,0.017,1
"RAPGEF6",0.010955795339705,-0.106319223961027,0.606,0.686,1
"AC132192.1",0.0109613517870392,-2.75484156017707,0.001,0.01,1
"CCDC60",0.0109701534768958,1.74964138053647,0.013,0.003,1
"NHLH2",0.01098080441986,-3.92449262859285,0.001,0.01,1
"PLEKHH1",0.01098354130844,-0.53489857752933,0.221,0.262,1
"ARSA",0.0109844868638544,-0.436186517492676,0.056,0.086,1
"CASP7",0.0109908791405054,0.761536236971228,0.101,0.069,1
"UBIAD1",0.0109954179576869,-0.575830994587988,0.027,0.049,1
"SMAD7",0.0110129546433226,-0.489160444512764,0.15,0.192,1
"E2F1",0.0110198017334165,-3.14633479667253,0.001,0.01,1
"INTS11",0.0110338754004617,-0.282886876105476,0.088,0.124,1
"FNDC10",0.0110393464959246,-2.88124038465012,0.001,0.01,1
"APLN",0.0110393464959246,-2.7839440883408,0.001,0.01,1
"AL390728.5",0.0110484180672606,-0.610283463690998,0.025,0.047,1
"FIZ1",0.0110506318141274,-1.25752416211867,0.009,0.023,1
"AC090204.1",0.0110563739305472,-0.3425053651044,0.041,0.068,1
"OSBPL9",0.0110616175632811,-0.0947546195010963,0.416,0.489,1
"RNF135",0.0110631726511864,-0.397862034410431,0.128,0.169,1
"EIF3I",0.0110662175255532,-0.465757588881326,0.035,0.059,1
"NCOA2",0.0110745265662403,0.208000947755411,0.722,0.719,1
"SLC35B3",0.0110811461759658,-0.261489427554035,0.116,0.156,1
"MNT",0.0111001170598122,-0.632597525899275,0.061,0.091,1
"ASPA",0.0111086629255914,-0.547199804526788,0.135,0.175,1
"CMTM1",0.0111345547726792,0.704702964389346,0.147,0.109,1
"TRIP4",0.0111608132074228,-0.319367273475217,0.19,0.239,1
"SGTA",0.0111645615870435,-0.515760263081894,0.109,0.147,1
"SH2B3",0.0111767784596174,-0.19405221678506,0.294,0.352,1
"TBP",0.0111817432367891,-0.85136110948803,0.067,0.098,1
"DROSHA",0.0111890281266437,-0.342525055159023,0.219,0.268,1
"MTX2",0.0111914682262775,-0.121742375216601,0.236,0.29,1
"MRPL13",0.0112052947092707,-0.763253007291284,0.044,0.072,1
"ARMCX5-GPRASP2",0.011225826619622,-0.26890501627396,0.17,0.219,1
"RPL38",0.0112809506339343,0.087021918595654,0.163,0.211,1
"ANKHD1",0.0112872926806796,-0.242681884382795,0.569,0.625,1
"WDR49",0.0112881511686391,0.849209626050305,0.026,0.011,1
"TRMT61A",0.0112956304351408,-1.83002303243916,0.012,0.028,1
"MTRF1",0.0113097027629194,-0.24867463075788,0.057,0.088,1
"UNKL",0.0113106567134032,-0.173345600190884,0.073,0.107,1
"NUFIP1",0.0113154162621978,-0.396298256277707,0.041,0.068,1
"EFCAB13",0.011316126057736,0.569816206903891,0.343,0.308,1
"KBTBD7",0.0113190483594179,-1.07584209850281,0.015,0.033,1
"AP1G2",0.0113624345923566,0.540339115324601,0.148,0.11,1
"AC097634.1",0.0113779747277527,0.534935964336156,0.04,0.02,1
"GMDS",0.0113816788411455,-0.138626113642706,0.354,0.422,1
"AC009120.2",0.0113819080927795,-0.106332181972265,0.251,0.308,1
"ZNF66",0.0113860708060433,-0.5028818473503,0.075,0.108,1
"ERGIC2",0.0113956035980803,-0.405165426745345,0.137,0.179,1
"LRRC49",0.0114179798541765,-0.0857758409300988,0.029,0.052,1
"USP5",0.0114243018518033,-0.545125811330939,0.031,0.055,1
"ELP5",0.0114331135817285,-0.971366090338325,0.029,0.052,1
"PGGT1B",0.0114362424579623,-0.347406359668892,0.216,0.264,1
"LRIG2",0.0114396708947155,-0.185776192153975,0.202,0.252,1
"AC008759.3",0.0114636573096694,-1.02992267558641,0.039,0.064,1
"KCNE1",0.011480915333446,0.0613865094622534,0.026,0.011,1
"EPN2",0.01150152496344,-0.142822257264498,0.325,0.383,1
"TTC5",0.0115086713619916,-0.948933601043754,0.048,0.075,1
"DPYD",0.0115207196828716,0.219011073983938,0.791,0.801,1
"SUPT6H",0.0115430975477179,-0.440142712974234,0.161,0.203,1
"TJP1",0.0115434029776644,0.234192662716578,0.422,0.371,1
"LRRC28",0.0115471220498256,-0.199475361406894,0.174,0.222,1
"ZNF208",0.0115540031712153,0.539717598016639,0.037,0.018,1
"MYL12B",0.0115672137161211,-0.33489173718104,0.089,0.125,1
"C1orf52",0.0116024592012369,-0.305155263848085,0.134,0.173,1
"SAP25",0.0116099599783605,-0.251096855201871,0.136,0.177,1
"ALDH3A2",0.0116198151139394,-0.196292726249129,0.117,0.156,1
"CCDC167",0.0116198273626924,-1.22650736571992,0.017,0.036,1
"CLEC5A",0.0116262499882799,1.00388014181522,0.049,0.027,1
"ASL",0.0116586289213401,-0.806961814418685,0.055,0.084,1
"SLC16A1-AS1",0.0116625224618733,-0.31959952075363,0.199,0.251,1
"PLAC8",0.0116991560665207,1.45702134861386,0.049,0.027,1
"NDUFA10",0.0117099421424744,-0.107710783959169,0.278,0.339,1
"POGLUT2",0.0117267931436836,-2.2146490089206,0.008,0.021,1
"VWA8",0.0117337787802115,-0.113431540288803,0.239,0.299,1
"THNSL1",0.0117395685953899,-1.36277716034262,0.008,0.021,1
"STK32C",0.0117407849030385,-0.326070572505548,0.056,0.086,1
"CXCR4",0.0117521128385814,0.517147947681589,0.302,0.258,1
"TBC1D9",0.0117554602794275,-0.184035294942429,0.399,0.462,1
"COG4",0.0117623243978469,-0.436546762498912,0.107,0.145,1
"SSB",0.0117759621946097,-0.13813624047599,0.116,0.156,1
"METTL27",0.0117901406155052,-0.632159711951505,0.012,0.028,1
"ZBTB8OS",0.0118053366172042,-0.283009646813215,0.188,0.239,1
"TRMU",0.0118114899012691,-0.38601140475282,0.091,0.127,1
"SLC35B4",0.0118173767171319,-0.559508977746793,0.08,0.113,1
"FAF1",0.0118357517138945,-0.143393251414075,0.656,0.737,1
"CNIH1",0.0118463970512507,-0.651534561522453,0.054,0.082,1
"GSDMD",0.011848695571902,-0.247400419913267,0.087,0.122,1
"PHACTR4",0.0118542565309575,-0.136004206620791,0.376,0.437,1
"FLT3",0.0118883297981483,4.04199567277703,0.011,0.002,1
"HNRNPH2",0.0118907372463504,-0.337329062105202,0.08,0.113,1
"C7orf50",0.0118945341989523,-0.710476160768684,0.068,0.1,1
"AQP1",0.0119237202164146,0.0251946515035644,0.021,0.041,1
"MAGEC3",0.0119289385686965,-0.167933671273215,0.037,0.062,1
"PPM1M",0.0119359269150289,-1.17380946119389,0.037,0.061,1
"FCF1",0.0119360792223335,-0.72259913332801,0.067,0.099,1
"PDE7A",0.0119426183030351,0.399601651268872,0.429,0.387,1
"WDCP",0.0119456614264654,-1.39256227597945,0.008,0.021,1
"TAS2R30",0.0119510584820773,1.45472452618724,0.031,0.015,1
"ROM1",0.0119716472756564,-1.37720287268559,0.008,0.021,1
"GSR",0.011985674559013,-0.492573730501035,0.115,0.152,1
"KIAA1211L",0.0120365829699994,-0.172201850114264,0.076,0.111,1
"APOOL",0.012040818792213,-0.310436977117946,0.115,0.154,1
"PARTICL",0.0120493322724501,2.3360023028111,0.011,0.002,1
"CABP1",0.0120493322724501,2.62639604299538,0.011,0.002,1
"GAGE10",0.0120493322724501,3.03189159098575,0.011,0.002,1
"QPRT",0.0120560768685315,-0.8065826415705,0.049,0.076,1
"ABCD3",0.0120566542675466,-0.252181082374215,0.187,0.237,1
"TIPIN",0.0120593082335762,-1.19830319149289,0.035,0.058,1
"TMEM187",0.0120629928371161,-1.37733900753791,0.008,0.021,1
"MZT2B",0.0120933448887466,-0.42399272365394,0.076,0.109,1
"LRRCC1",0.0120965813477061,-0.938302086408757,0.036,0.06,1
"RTF1",0.012097524659692,-0.199662866915098,0.15,0.195,1
"VEZT",0.0121058194850783,-0.151999206132647,0.231,0.286,1
"MYLK",0.0121134621495655,-0.513496239834435,0.061,0.09,1
"WAC-AS1",0.0121263310749229,-0.880800082810972,0.06,0.089,1
"RPRD1A",0.0121295754694896,-0.111111645676952,0.264,0.32,1
"TMED9",0.0121296085208222,-0.300312160502634,0.082,0.117,1
"RIPK1",0.0121297337508986,-0.336634158721271,0.146,0.188,1
"AC099791.2",0.0121361350234092,-3.52724632622407,0,0.007,1
"AL450163.1",0.0121361350234092,-3.58702580485597,0,0.007,1
"MYCN",0.0121361350234092,-4.4055418801033,0,0.007,1
"LIMS2",0.0121361350234092,-4.07842466055452,0,0.007,1
"ITGA6-AS1",0.0121361350234092,-3.42614864862977,0,0.007,1
"CFAP44-AS1",0.0121361350234092,-3.38619864527043,0,0.007,1
"MCM2",0.0121361350234092,-3.32684028508786,0,0.007,1
"AC069200.1",0.0121361350234092,-2.57093139829417,0,0.007,1
"AL138831.1",0.0121361350234092,-3.78665993888806,0,0.007,1
"HIST1H2BK",0.0121361350234092,-3.84614829589842,0,0.007,1
"AC035139.2",0.0121361350234092,-3.17257721565919,0,0.007,1
"ACSM6",0.0121361350234092,-2.91600559631895,0,0.007,1
"FZD4",0.0121361350234092,-4.13102478041937,0,0.007,1
"AP003307.1",0.0121361350234092,-4.33992104760031,0,0.007,1
"AC007695.1",0.0121361350234092,-3.31774322578588,0,0.007,1
"ASCL4",0.0121361350234092,-3.62384613333526,0,0.007,1
"PABPC3",0.0121361350234092,-3.61357743709944,0,0.007,1
"AL135838.1",0.0121361350234092,-3.50321677353977,0,0.007,1
"AC022706.1",0.0121361350234092,-4.0366773049576,0,0.007,1
"AC022211.2",0.0121361350234092,-3.82842188180925,0,0.007,1
"AC107892.1",0.0121361350234092,-4.33011297568289,0,0.007,1
"CYP4F3",0.0121361350234092,-4.45073609447952,0,0.007,1
"AL118523.1",0.0121361350234092,-4.54402731882117,0,0.007,1
"FP236383.5",0.0121361350234092,-3.50429383012323,0,0.007,1
"TMEM191C",0.0121361350234092,-3.53769377094852,0,0.007,1
"DUSP12",0.012136864147456,-0.764155276553307,0.071,0.103,1
"ST6GALNAC5",0.012137707228119,4.04004733064106,0.009,0.001,1
"SLCO5A1",0.012137707228119,4.61640412570278,0.009,0.001,1
"RIOK3",0.0121382736466645,-0.211684747525185,0.237,0.286,1
"BMP8A",0.0121417801760434,-0.539363144212888,0.008,0.021,1
"CC2D2A",0.0121446147709938,-0.680605090296302,0.041,0.067,1
"VRK1",0.0121455694789133,-0.556045790721494,0.095,0.13,1
"CCDC168",0.012161238750939,4.47526418312065,0.009,0.001,1
"PON2",0.0121913616524717,-0.132461070902297,0.148,0.193,1
"RWDD4",0.0122049063939167,-0.713966906535438,0.039,0.064,1
"SCN3A",0.0122084231116326,3.16193500919372,0.009,0.001,1
"SLC29A2",0.0122152895465721,1.50016172150297,0.023,0.009,1
"CAMKV",0.012232076066297,3.45789586092498,0.009,0.001,1
"VSIR",0.0122331101643548,-0.0628634399379109,0.391,0.467,1
"FUCA1",0.0122607110615164,-0.165361108345524,0.042,0.069,1
"HBEGF",0.0122618711786038,-1.84879259367625,0.016,0.034,1
"NPTX2",0.0122684429766308,0.841400252699178,0.042,0.022,1
"CDK8",0.0122780496102725,0.405737744582343,0.458,0.43,1
"TMEM256",0.0122895028187212,-0.13074274109943,0.035,0.059,1
"FAM193A",0.0123057059118474,0.286878555143874,0.466,0.426,1
"ADGRB3",0.0123293822308766,0.342394009901976,0.387,0.34,1
"MCF2L2",0.0123424057986819,-0.0419034279255892,0.169,0.216,1
"CUL4A",0.0123484916638664,-0.0422946353196127,0.313,0.377,1
"RGS1",0.0123499793176682,0.25749449232595,0.6,0.551,1
"ZNF567",0.0123993437134102,-0.622825410886271,0.05,0.078,1
"PDHX",0.0124467665833317,-0.30245571004219,0.128,0.169,1
"RAB11FIP4",0.0124494038995478,-0.222415925079655,0.079,0.113,1
"H1FX",0.0124733566100857,-0.425715567583197,0.084,0.118,1
"TMEM135",0.012475760903482,-0.182985895811477,0.256,0.314,1
"SPTSSA",0.0124769138801702,-0.118209465515366,0.047,0.074,1
"MROH8",0.0124985524305405,-1.48622852816493,0.023,0.043,1
"PSMG2",0.012498643019884,-0.366647906755925,0.131,0.172,1
"B3GNTL1",0.0125020116147918,-0.454132496390056,0.062,0.092,1
"A1BG",0.0125021084000953,-0.672264244689111,0.024,0.045,1
"SNRNP35",0.0125071920777714,-0.209964615740564,0.075,0.108,1
"MMS22L",0.0125076367297601,-0.165217046985971,0.16,0.208,1
"FRMD4A",0.0125116711977211,0.118996778396399,0.976,0.975,1
"KCNK6",0.0125342810148102,-0.321340704626403,0.123,0.163,1
"TRMO",0.0125389288902052,-0.684590494587785,0.034,0.057,1
"ATRN",0.0125396130195271,-0.0261524004285899,0.433,0.498,1
"ZNF581",0.0125444489751206,-2.23509229077739,0.006,0.019,1
"LINC01907",0.0125963363716044,-0.837137035185128,0.022,0.042,1
"PROX1",0.0125970106088696,0.847338560212985,0.153,0.119,1
"ME3",0.0126874193404394,-0.574127283812174,0.044,0.071,1
"CNTN4",0.0127012049591372,1.45829343884094,0.019,0.007,1
"ZNF442",0.012731637284725,-2.16951249979559,0.006,0.019,1
"DYNLL2",0.0127419660639909,-0.569795587501488,0.089,0.123,1
"AC020594.1",0.012750973889303,-1.61451427431902,0.011,0.026,1
"ST8SIA4",0.0127619425418431,-0.0708843326443351,0.537,0.618,1
"MAP1A",0.0127770609759129,-0.138311693398431,0.056,0.085,1
"KAT14",0.0127823215175022,-0.361635182198146,0.048,0.075,1
"COA1",0.0128014721701423,-0.30822518334211,0.302,0.356,1
"CYB5B",0.012812021086487,-0.335310373275168,0.11,0.149,1
"MKNK1-AS1",0.0128480565103793,-0.538422061373127,0.006,0.019,1
"SLC13A3",0.0128520637654579,-0.915628650232444,0.1,0.134,1
"LRRC75A",0.0128584039801239,-0.700832482177651,0.028,0.05,1
"RSBN1",0.0128657887957934,-0.299160406654243,0.192,0.239,1
"PDE11A",0.0129104569151003,-0.946935062529505,0.011,0.026,1
"RAN",0.0129120764660329,-0.552342245563583,0.051,0.079,1
"TXNIP",0.0129220694408044,0.406827556602947,0.55,0.528,1
"TRMT10B",0.0129335538059873,-0.348371917100441,0.126,0.165,1
"TEX29",0.0129390848491021,0.720347594006217,0.019,0.007,1
"FAM111A-DT",0.012950694186652,-1.55086326035201,0.006,0.019,1
"ZNF169",0.0129600598260199,-0.162715406690607,0.077,0.111,1
"AL117336.2",0.0129685455170217,-0.243214115099614,0.091,0.125,1
"MAP3K7CL",0.0129704221710777,-0.502281616883268,0.042,0.068,1
"FOXP1-IT1",0.0129814779606073,0.449462754422652,0.055,0.032,1
"AL355816.2",0.0129954761906299,-2.93000412535747,0.002,0.012,1
"DCP2",0.012999523120045,-0.146388608659581,0.392,0.453,1
"CYB5R3",0.0130177025166684,-0.347957953374816,0.077,0.111,1
"KIFAP3",0.013031647673981,-0.479492358389623,0.127,0.167,1
"AC048382.5",0.0130368681067418,-1.18184614169261,0.023,0.043,1
"PLOD3",0.0130495958781881,0.0450728627379573,0.116,0.156,1
"CROT",0.0130504124214303,-0.38021755367391,0.068,0.1,1
"DCLK1",0.0130710572410606,2.00893357809166,0.056,0.034,1
"AL391121.1",0.0130759015989846,-2.78722091033371,0.002,0.012,1
"AC091132.2",0.0130759015989846,-2.65380992811553,0.002,0.012,1
"EMC1",0.0130815868836801,-0.652327534424176,0.054,0.082,1
"CDYL",0.0130907615602492,-0.16594058332862,0.526,0.58,1
"AC093675.1",0.0130985775852138,-0.976409337301431,0.006,0.019,1
"TPRG1-AS1",0.01311627913203,-2.31151759775103,0.002,0.012,1
"PRDX3",0.0131507567353339,-0.429684969123044,0.055,0.084,1
"SMURF1",0.0131587717403895,-0.0476281604376697,0.392,0.459,1
"HSPA2",0.0131653581903956,0.0357851656872437,0.128,0.171,1
"HMGXB4",0.0131693111895148,-0.359363364772723,0.115,0.153,1
"BBS12",0.0131770521746755,-2.12861338242508,0.002,0.012,1
"CAMK2D",0.0131824258547302,0.316092024687249,0.594,0.58,1
"OLIG1",0.0131992174826082,-0.0756904863533923,0.092,0.127,1
"SLC43A2",0.0131993782574311,0.636262687058997,0.265,0.228,1
"TOPBP1",0.0132033335898555,-0.285858763711973,0.167,0.21,1
"PACSIN2",0.0132088420240589,-0.146307533075438,0.494,0.552,1
"ELOVL2",0.0132095277342181,-1.04213587356416,0.011,0.026,1
"AL139407.1",0.0132177057325875,-1.80312793167345,0.002,0.012,1
"AC002059.1",0.0132177057325875,-2.003752965886,0.002,0.012,1
"TEC",0.0132262207636278,-0.188998770619318,0.109,0.148,1
"MYADM",0.0132323496693468,-0.668312481996116,0.047,0.073,1
"ZNF836",0.0132548469581025,-0.663495438512387,0.031,0.054,1
"LY75",0.0132640379230009,-0.162755624516906,0.131,0.175,1
"CENPI",0.0133062928583304,-1.25644033919265,0.016,0.034,1
"LRRC29",0.0133172319595299,-1.03870981878308,0.016,0.034,1
"ARMH4",0.0133254248508582,0.490324906803002,0.313,0.271,1
"KLHL21",0.0133310382457997,-0.440172802865049,0.087,0.12,1
"AC104417.2",0.0133403709793226,-2.32043105854537,0.005,0.017,1
"SLC16A8",0.0133608678008426,-1.25893714899565,0.002,0.012,1
"IFT57",0.0133674322643981,-0.947825201589235,0.027,0.048,1
"EP400",0.0133738617430094,-0.144422042958692,0.358,0.418,1
"PANX1",0.0133812513562363,-0.327071202043436,0.051,0.079,1
"RPGR",0.0133896582933626,-0.597596675479229,0.078,0.111,1
"ACOX1",0.0134003846156237,-0.571703048070591,0.1,0.135,1
"DOP1B",0.01340780166885,-0.187834471129196,0.264,0.314,1
"RABL2A",0.0134555367000737,-0.443466467862796,0.044,0.071,1
"TRAF3IP2",0.0134971575073668,-0.634357265285765,0.031,0.054,1
"TMEM237",0.0135017012788496,-1.77495130497304,0.005,0.017,1
"TTC3",0.0135231215945758,0.255462165463842,0.634,0.63,1
"FAM32A",0.0135311678242169,-0.949501972870341,0.021,0.04,1
"RBM26",0.0135389273347732,-0.038897135997281,0.562,0.624,1
"COMT",0.0135508231023286,-0.137288101133835,0.155,0.201,1
"PLAAT3",0.0135518950795931,-0.0436180166329279,0.31,0.371,1
"PREP",0.0135554998723936,-0.16092256352022,0.209,0.259,1
"CLTC",0.0135602704156159,-0.0845849936671783,0.524,0.609,1
"ASCC2",0.0135668092506544,-0.391806402469912,0.141,0.181,1
"UTP25",0.0135705317149951,-0.64016313975502,0.042,0.068,1
"RFXANK",0.0135738868058588,-0.418710467601961,0.019,0.039,1
"IK",0.0136068611358104,-0.113549272776812,0.106,0.145,1
"TIMM10B",0.0136075170280317,-0.643544326471341,0.055,0.083,1
"KDM4A",0.0136145222732857,-0.668142924785968,0.097,0.132,1
"LINC00276",0.0136320062219327,-2.06431521686939,0.005,0.017,1
"KNOP1",0.0136390955910345,0.398702013331645,0.179,0.138,1
"UFC1",0.01364856904198,-0.36778400307417,0.041,0.067,1
